INPUT_TABLE,,,,,,,,,
Variable ID,,,,,,,,,
IndiaTranTechInterp_new,,,,,,,,,
,,,,,,,,,
region,supplysector,tranSubsector,tranTechnology,apply.to,from.year,to.year,from.value,to-value,interpolation.function
HP,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
HR,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
JH,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
JK,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
KA,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
KL,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
LA,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
LD,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
MH,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
ML,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
MN,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
MP,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
MZ,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
NL,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
OD,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
PB,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
PC,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
RJ,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
SK,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
TN,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
TR,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
TS,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
UK,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
UP,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
WB,trn_freight_road,Truck,Electric,share-weight,2025,2030,0.04,0.04,fixed
AN,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
AP,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
AR,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
AS,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
BR,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
CG,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
CH,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
DD,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
DL,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
DN,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
GA,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
GJ,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
HP,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
HR,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
JH,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
JK,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
KA,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
KL,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
LA,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
LD,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
MH,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
ML,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
MN,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
MP,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
MZ,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
NL,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
OD,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
PB,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
PC,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
RJ,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
SK,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
TN,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
TR,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
TS,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
UK,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
UP,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
WB,trn_freight_road,Truck,Electric,share-weight,2030,2050,0.04,0.3,linear
AN,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
AP,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
AR,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
AS,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
BR,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
CG,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
CH,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
DD,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
DL,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
DN,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
GA,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
GJ,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
HP,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
HR,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
JH,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
JK,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
KA,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
KL,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
LA,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
LD,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
MH,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
ML,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
MN,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
MP,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
MZ,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
NL,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
OD,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
PB,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
PC,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
RJ,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
SK,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
TN,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
TR,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
TS,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
UK,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
UP,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
WB,trn_freight_road,Truck,Electric,share-weight,2045,2050,0.3,0.3,fixed
AN,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
AP,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
AR,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
AS,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
BR,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
CG,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
CH,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
DD,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
DL,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
DN,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
GA,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
GJ,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
HP,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
HR,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
JH,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
JK,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
KA,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
KL,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
LA,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
LD,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
MH,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
ML,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
MN,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
MP,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
MZ,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
NL,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
OD,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
PB,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
PC,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
RJ,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
SK,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
TN,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
TR,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
TS,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
UK,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
UP,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
WB,trn_freight_road,Truck,Electric,share-weight,2050,2100,0.3,1,linear
AN,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
AN,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
AN,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
AN,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
AN,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
AP,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
AP,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
AP,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
AP,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
AP,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
AR,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
AR,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
AR,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
AR,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
AR,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
AS,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
AS,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
AS,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
AS,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
AS,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
BR,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
BR,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
BR,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
BR,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
BR,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
CG,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
CG,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
CG,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
CG,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
CG,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
CH,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
CH,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
CH,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
CH,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
CH,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
DD,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
DD,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
DD,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
DD,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
DD,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
DL,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
DL,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
DL,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
DL,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
DL,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
DN,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
DN,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
DN,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
DN,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
DN,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
GA,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
GA,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
GA,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
GA,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
GA,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
GJ,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
GJ,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
GJ,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
GJ,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
GJ,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
HP,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
HP,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
HP,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
HP,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
HP,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
HR,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
HR,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
HR,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
HR,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
HR,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
JH,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
JH,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
JH,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
JH,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
JH,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
JK,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
JK,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
JK,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
JK,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
JK,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
KA,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
KA,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
KA,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
KA,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
KA,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
KL,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
KL,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
KL,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
KL,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
KL,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
LA,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
LA,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
LA,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
LA,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
LA,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
LD,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
LD,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
LD,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
LD,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
LD,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
MH,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
MH,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2020,2050,0.5,1,linear
MH,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2045,2070,1,1,fixed
MH,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,1,1,fixed
MH,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,1,1,fixed
ML,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
ML,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
ML,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
ML,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
ML,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
MN,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
MN,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
MN,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
MN,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
MN,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
MP,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
MP,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
MP,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
MP,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
MP,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
MZ,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
MZ,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
MZ,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
MZ,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
MZ,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
NL,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
NL,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
NL,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
NL,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
NL,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
OD,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
OD,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
OD,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
OD,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
OD,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
PB,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
PB,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
PB,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
PB,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
PB,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
PC,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
PC,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
PC,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
PC,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
PC,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
RJ,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
RJ,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
RJ,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
RJ,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
RJ,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
SK,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
SK,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
SK,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
SK,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
SK,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
TN,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
TN,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
TN,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
TN,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
